work_id,work_title,work_source,work_authors,referenced_work_ids,referenced_titles,referenced_sources,referenced_authors
w4386847093,indic script family and its offline handwriting recognition for characters/digits and words: a comprehensive survey,artificial intelligence review,"sukhdeep singh, anuj sharma, vinod kumar chauhan","w145261646, w1495731719, w1527192400","review on ocr for handwritten indian scripts character recognition, recognition of isolated handwritten kannada numerals based on image fusion method, online handwriting recognition for indic scripts","communications in computer and information science, springer ebooks, advances in pattern recognition","munish kumar, m. k. jindal, rajendra kumar sharma, g. g. rajput, mallikarjun hangarge, anil a. bharath, sriganesh madhvanath"
w4386862683,a comprehensive review of artificial intelligence-based methods for predicting pan evaporation rate,artificial intelligence review,"mustafa abed, monzur alam imteaz, ali najah ahmed","w1892012132, w1969680722, w1975940830","development of a support‐vector‐machine‐based model for daily pan evaporation estimation, estimation of daily pan evaporation using two different adaptive neuro-fuzzy computing techniques, dynamic factor analysis and artificial neural network for estimating pan evaporation at multiple stations in northern taiwan","hydrological processes, water resources management, hydrological sciences journal","gwo‐fong lin, hsuan‐yu lin, ming‐chang wu, hadi sanikhani, özgür kişi, mohammad reza nikpour, yagob dinpashoh, fi‐john chang, wei‐zen sun, chang-han chung"
w4386962827,a middleware for providing communicability to embedded mas based on the lack of connectivity,artificial intelligence review,"vinicius souza de jesus, nilson mori lazarin, carlos eduardo pantoja, fabian manoel, gleifer vaz alves, josé viterbo","w125598877, w1504502054, w1552797176","principles of model checking (representation and mind series), specifying open agent systems: a survey, unknown title","the mit press ebooks, lecture notes in computer science, autonomous agents and multi-agent systems","christel baier, joost-pieter katoen, alexander artikis, jeremy pitt, koen v. hindriks, frank s. de boer, wiebe van der hoek, john‐jules ch. meyer"
w4386980375,"emotion and personality analysis and detection using natural language processing, advances, challenges and future scope",artificial intelligence review,"faezeh safari, abdolah chalechale","w1514206550, w160127806, w1970053049","explorations in personality : a clinical and experimental study of fifty men of college age, deleted work, a methodological discussion of nonverbal behavior","oxford university press ebooks, source not found, the journal of psychology","henry a. murray, authors not found, paul ekman"
w4386991635,mobility trajectory generation: a survey,artificial intelligence review,"xiangjie kong, qiao chen, mingliang hou, hui wang, feng xia","w146964248, w1514614837, w1575928123","microscopic traffic flow simulator vissim, a vehicular mobility model based on real traffic counting data, the international-trade network: gravity equations and topological properties","international series in management science/operations research/international series in operations research & management science, lecture notes in computer science, journal of economic interaction and coordination","martin fellendorf, peter vortisch, yoann pigné, grégoire danoy, pascal bouvry, giorgio fagiolo"
w4387020096,an extended edas method with circular intuitionistic fuzzy value features and its application to multi-criteria decision-making process,artificial intelligence review,"harish garg, mehmet ünver, murat olgun, ezgi türkarslan","w1590987885, w1898259180, w1980564456","subtraction and division operations over hesitant fuzzy sets, fuzzy sets and fuzzy logic: theory and applications, intuitionistic fuzzy sets","journal of intelligent & fuzzy systems, source not found, fuzzy sets and systems","huchang liao, zeshui xu, george j. klir, bo yuan, krassimir atanassov"
w4387020117,gdtrset: a generalized decision-theoretic rough sets based on evidence theory,artificial intelligence review,"luyuan chen, yong deng","w1965832725, w2032172961, w2070813883","dempster–shafer belief structures for decision making under uncertainty, decision-theoretic rough fuzzy set model and application, three-way decisions with probabilistic rough sets","knowledge-based systems, information sciences, information sciences","ronald r. yager, naif alajlan, bingzhen sun, weimin ma, haiyan zhao, yiyu yao"
w4387104424,a multi-population evolutionary algorithm for multi-objective constrained portfolio optimization problem,artificial intelligence review,"meriem hemici, djaafar zouache","w1127603374, w1493556633, w1971093393","solving multi-objective portfolio optimization problem for saudi arabia stock market using hybrid clonal selection and particle swarm optimization, a multiobjective approach to the portfolio optimization problem, evolutionary multi-objective portfolio optimization in practical context","arabian journal for science and engineering, source not found, international journal of automation and computing","sara a. bin shalan, mourad ykhlef, r. armanianzas, josé a. lozano, s.c. chiam, kay chen tan, a. al mamum"
w4387140882,distance measures on intuitionistic fuzzy sets based on cross-information dissimilarity and their diverse applications,artificial intelligence review,"surabhi gogoi, brindaban gohain, rituparna chutia","w1008336339, w1515034838, w1583705188","a new knowledge-based measure for intuitionistic fuzzy sets and its application in multiple attribute group decision making, similarity measures of intuitionistic fuzzy sets based on lp metric, intuitionistic fuzzy sets in intelligent data analysis for medical diagnosis","expert systems with applications, international journal of approximate reasoning, lecture notes in computer science","hoang nguyen, wen‐liang hung, miin‐shen yang, eulalia szmidt, janusz kacprzyk"
w4387306238,african vultures optimization algorithm based choquet fuzzy integral for global optimization and engineering design problems,artificial intelligence review,"maha nssibi, ghaith manita, francis faux, ouajdi korbaa, elyes lamine","w1035198403, w1813153225, w1884891163","wilcoxon–mann–whitney test, solving the homogeneous probabilistic traveling salesman problem by the aco metaheuristic, using choquet integral as preference model in interactive evolutionary multiobjective optimization","springer ebooks, lecture notes in computer science, european journal of operational research","markus neuhäuser, leonora bianchi, luca maria gambardella, marco dorigo, juergen branke, salvatore corrente, salvatore greco, roman słowiński, piotr zielniewicz"
w4387335216,h1dbi-r net: hybrid 1d bidirectional rnn for efficient diabetic retinopathy detection and classification,artificial intelligence review,"sujatha krishnamoorthy, yu wei-feng, jing-ling luo, seifedine kardy","w2779478007, w2788633781, w2804879845","five discrete symbiotic organisms search algorithms for simultaneous optimization of feature subset and neighborhood size of knn classification models, identifying medical diagnoses and treatable diseases by image-based deep learning, a generic intelligent bearing fault diagnosis system using compact adaptive 1d cnn classifier","applied soft computing, cell, journal of signal processing systems","t. warren liao, r.j. kuo, daniel kermany, michael h. goldbaum, wenjia cai, carolina c. s. valentim, huiying liang, sally l. baxter, alex mckeown, ge yang, xiaokang wu, fangbing yan, justin dong, made k. prasadha, jacqueline pei, magdalene yin lin ting, jie zhu, christina li, sierra hewett, jason dong, ian ziyar, alexander shi, runze zhang, lianghong zheng, rui hou, william y. shi, x fu, yaou duan, viet anh nguyen huu, cindy wen, edward d. zhang, charlotte l zhang, oulan li, xiaobo wang, michael singer, xiaodong sun, jie xu, ali tafreshi, m. anthony lewis, huimin xia, kang zhang, levent eren, türker i̇nce, serkan kıranyaz"
w4387338457,a survey of the vision transformers and their cnn-transformer based variants,artificial intelligence review,"asifullah khan, zunaira rauf, anabia sohail, abdul rehman khan, hifsa asif, aqsa asif, umair farooq","w2147800946, w2546875627, w2549139847","backpropagation applied to handwritten zip code recognition, video-based emotion recognition using cnn-rnn and c3d hybrid networks, aggregated residual transformations for deep neural networks","neural computation, source not found, source not found","yann lecun, bernhard e. boser, j. s. denker, d. henderson, richard howard, w. hubbard, l. d. jackel, fan yin, xiangju lu, dian li, yuanliu liu, saining xie, ross girshick, piotr dollár, zhuowen tu, kaiming he"
