work_id,topic,subfield,field,domain
W4383560003,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4383620526,Radiomics in Medical Imaging Analysis,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4383620526,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4383620526,Breast Magnetic Resonance Imaging in Oncology,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4383721094,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4383721094,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4383721094,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4383913283,Cybercrime and Dark Web Activities,Information Systems,Computer Science,Physical Sciences
W4383913283,Impact of Social Structure on Crime and Delinquency,Sociology and Political Science,Social Sciences,Social Sciences
W4383955446,Dynamics of Urban Structure through Spatial Network Analysis,Urban Studies,Social Sciences,Social Sciences
W4383955446,Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4383955446,Face Recognition and Dimensionality Reduction Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4384067368,Advances in Transfer Learning and Domain Adaptation,Artificial Intelligence,Computer Science,Physical Sciences
W4384067368,Ethnic Relations in China's Autonomous Regions,Sociology and Political Science,Social Sciences,Social Sciences
W4384067368,Theory and Applications of Extreme Learning Machines,Artificial Intelligence,Computer Science,Physical Sciences
W4384069115,Information Visualization and Visual Data Mining,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4384069115,Impact of Big Data Analytics on Business Performance,Management Information Systems,"Business, Management and Accounting",Social Sciences
W4384069115,Crowdsourcing for Research and Data Collection,Computer Science Applications,Computer Science,Physical Sciences
W4384197612,Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences
W4384197612,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4384197612,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4384405814,Face Recognition and Dimensionality Reduction Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4384405814,Face Recognition and Analysis Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4384405814,Biometric Recognition and Security Systems,Signal Processing,Computer Science,Physical Sciences
W4384817948,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4384817948,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4384817948,Artificial Immune Systems in Science and Engineering,Biomedical Engineering,Engineering,Physical Sciences
W4384822078,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4384822078,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4384822078,Topology Optimization in Structural Engineering,Civil and Structural Engineering,Engineering,Physical Sciences
W4384823618,Machine Learning Methods for Solar Radiation Forecasting,Artificial Intelligence,Computer Science,Physical Sciences
W4384823618,Wind Energy Technology and Aerodynamics,Aerospace Engineering,Engineering,Physical Sciences
W4384823618,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4384823934,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4384823934,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4384823934,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4384934896,Automatic License Plate Recognition System,Media Technology,Engineering,Physical Sciences
W4384934896,Detection and Management of Retinal Diseases,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4384934896,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4385156725,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4385156725,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4385224798,Cybercrime and Dark Web Activities,Information Systems,Computer Science,Physical Sciences
W4385224798,Bullying Behaviors and Psychological Impact,Social Psychology,Psychology,Social Sciences
W4385224798,Automated Detection of Hate Speech and Offensive Language,Artificial Intelligence,Computer Science,Physical Sciences
W4385349476,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4385349476,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4385349476,Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4385364879,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4385364879,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4385364879,Unmanned Aerial Vehicle Communications,Aerospace Engineering,Engineering,Physical Sciences
W4385566558,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4385566558,Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4385566558,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4385582962,Applications of Deep Learning in Medical Imaging,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4385582962,Non-contact Physiological Monitoring Technology,Biomedical Engineering,Engineering,Physical Sciences
W4385582962,Low-Cost Air Quality Monitoring Systems,Environmental Engineering,Environmental Science,Physical Sciences
W4385606791,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4385606791,The Exposome in Environmental Health Research,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
W4385606791,Deep Learning Applications in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences
W4385614039,Internet Users' Information Privacy Concerns,Sociology and Political Science,Social Sciences,Social Sciences
W4385614039,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4385614039,Crowdsourcing for Research and Data Collection,Computer Science Applications,Computer Science,Physical Sciences
W4385635252,Control and Synchronization in Microgrid Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4385635252,Power Quality Analysis and Mitigation Techniques,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4385635252,Power System Stability and Control Analysis,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4385700994,Predicting Stock Market Trends and Movements,Management Science and Operations Research,Decision Sciences,Social Sciences
W4385700994,Impact of Oil Price Shocks on Economy,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4385700994,Electricity Price and Load Forecasting Methods,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4385728692,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4385728692,Active Learning in Machine Learning Research,Artificial Intelligence,Computer Science,Physical Sciences
W4385728692,Multi-label Text Classification in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4385737858,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4385737858,Network Synchronization in Complex Systems,Computer Networks and Communications,Computer Science,Physical Sciences
W4385737858,Memristive Devices for Neuromorphic Computing,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4385768685,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4385768685,Metaphorical Representation of Time in Language and Cognition,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4385768685,Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences
W4385876747,Health Effects of Air Pollution,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences
W4385876747,Estimating Vehicle Fuel Consumption and Emissions,Automotive Engineering,Engineering,Physical Sciences
W4385876747,Low-Cost Air Quality Monitoring Systems,Environmental Engineering,Environmental Science,Physical Sciences
W4386028223,Deep Learning in Computer Vision and Image Recognition,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4386028223,Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4386028223,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4386099197,Human Action Recognition and Pose Estimation,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4386099197,Anomaly Detection in High-Dimensional Data,Artificial Intelligence,Computer Science,Physical Sciences
W4386099197,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4386136748,Modeling and Analysis of Laser Forming Process,Computational Mechanics,Engineering,Physical Sciences
W4386136748,Topology Optimization in Structural Engineering,Civil and Structural Engineering,Engineering,Physical Sciences
W4386136748,Isogeometric Analysis in Computational Engineering,Computational Mechanics,Engineering,Physical Sciences
W4386251630,Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
